ano,municipio,cod_municipio,level_0,level_1,level_2,level_3,level_4,valor_cover,classe_desmatamento,valor_defreg
2011,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.981752233886719,Veg. Secundaria,0.356975775146484
2012,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.51717679443359,Veg. Primaria,0.803251312255859
2012,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.51717679443359,Veg. Secundaria,0.178500921630859
2013,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.51717679443359,Veg. Primaria,1.16020101928711
2013,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.51717679443359,Veg. Secundaria,0.356975775146484
2014,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.42793934326172,Veg. Primaria,1.16020101928711
2014,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.42793934326172,Veg. Secundaria,0.356975775146484
2015,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.33870191650391,Veg. Primaria,1.07096356811523
2015,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.33870191650391,Veg. Secundaria,0.356975775146484
2016,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.07098966064453,Veg. Primaria,0.981726141357422
2016,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.07098966064453,Veg. Secundaria,0.356975775146484
2017,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.803214416503906,Veg. Primaria,0.803251312255859
2017,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.803214416503906,Veg. Secundaria,0.267738348388672
2018,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.803214367675781,Veg. Primaria,0.446238641357422
2018,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.803214367675781,Veg. Secundaria,0.356975775146484
2019,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624739514160156,Veg. Primaria,0.535491790771484
2019,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624739514160156,Veg. Secundaria,0.267722576904297
2020,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.981673449707031,Veg. Primaria,0.535491790771484
2020,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.981673449707031,Veg. Secundaria,0.0892477233886719
2021,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.981673449707031,Veg. Primaria,0.713950872802734
2021,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.981673449707031,Veg. Secundaria,0.267722576904297
2022,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624734063720703,Veg. Primaria,0.446238641357422
2022,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624734063720703,Veg. Secundaria,0.267722576904297
1986,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28319.8280464537,Veg. Primaria,27902.8461713318
1987,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28269.3618097776,Veg. Primaria,28103.8150461425
1987,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28269.3618097776,Veg. Secundaria,38.1958273681641
1987,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28269.3618097776,Supressao Veg. Primaria,25.5155554321289
1988,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28424.1946340269,Veg. Primaria,28068.2201502136
1988,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28424.1946340269,Veg. Secundaria,124.855049719238
1988,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28424.1946340269,Supressao Veg. Primaria,19.8959338806152
1989,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28358.0413931152,Veg. Primaria,28121.3187421995
1989,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28358.0413931152,Veg. Secundaria,142.523585327148
1989,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28358.0413931152,Supressao Veg. Primaria,18.2913728027344
1989,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28358.0413931152,Supressao Veg. Secundaria,1.42799612426758
1990,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28965.8475546019,Veg. Primaria,28169.9195760498
1990,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28965.8475546019,Veg. Secundaria,143.324558508301
1990,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28965.8475546019,Supressao Veg. Primaria,6.78092139282227
1990,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28965.8475546019,Supressao Veg. Secundaria,3.92493817749024
1991,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29157.8857242367,Veg. Primaria,28726.5022918209
1991,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29157.8857242367,Veg. Secundaria,164.38072890625
1991,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29157.8857242367,Supressao Veg. Primaria,3.92551561889648
1991,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29157.8857242367,Supressao Veg. Secundaria,0.0892353088378906
1992,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29287.2102039668,Veg. Primaria,28811.1980742246
1992,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29287.2102039668,Veg. Secundaria,216.043701220703
1992,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29287.2102039668,Supressao Veg. Primaria,9.99402775878906
1992,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29287.2102039668,Supressao Veg. Secundaria,0.624712054443359
1993,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29180.7176484982,Veg. Primaria,28964.4348911435
1993,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29180.7176484982,Veg. Secundaria,223.270545629883
1993,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29180.7176484982,Supressao Veg. Primaria,6.06810186767578
1993,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29180.7176484982,Supressao Veg. Secundaria,0.535310168457031
1994,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28320.2901777221,Veg. Primaria,28743.110403027
1994,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28320.2901777221,Veg. Secundaria,214.882638824463
1994,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28320.2901777221,Supressao Veg. Primaria,43.3640937683106
1994,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,28320.2901777221,Supressao Veg. Secundaria,18.6470135681152
1995,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29510.1447085689,Veg. Primaria,28035.7232823793
1995,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29510.1447085689,Veg. Secundaria,231.113950476074
1995,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29510.1447085689,Supressao Veg. Primaria,9.63883032836914
1995,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29510.1447085689,Supressao Veg. Secundaria,1.69572959594727
1996,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29572.7388053644,Veg. Primaria,29162.0573872862
1996,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29572.7388053644,Veg. Secundaria,229.063103961182
1996,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29572.7388053644,Supressao Veg. Primaria,18.6478238891602
1996,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29572.7388053644,Supressao Veg. Secundaria,5.26383073730469
1997,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29688.096502166,Veg. Primaria,29200.6304391661
1997,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29688.096502166,Veg. Secundaria,258.688167803955
1997,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29688.096502166,Supressao Veg. Primaria,25.2500245117188
1997,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29688.096502166,Supressao Veg. Secundaria,4.01462467041016
1998,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29139.7720955075,Veg. Primaria,29156.1668657895
1998,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29139.7720955075,Veg. Secundaria,265.021338909912
1998,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29139.7720955075,Supressao Veg. Primaria,60.6796151000977
1998,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29139.7720955075,Supressao Veg. Secundaria,14.0093464294434
1999,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29229.0886499326,Veg. Primaria,28714.051005731
1999,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29229.0886499326,Veg. Secundaria,282.427059246826
1999,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29229.0886499326,Supressao Veg. Primaria,21.2357448547363
1999,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,29229.0886499326,Supressao Veg. Secundaria,8.20700617675782
2000,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30220.6192730156,Veg. Primaria,28866.167374719
2000,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30220.6192730156,Veg. Secundaria,312.146618151856
2000,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30220.6192730156,Supressao Veg. Primaria,16.060884197998
2000,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30220.6192730156,Supressao Veg. Secundaria,6.15636467895508
2001,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30370.804459667,Veg. Primaria,29741.7736014518
2001,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30370.804459667,Veg. Secundaria,394.429023175049
2001,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30370.804459667,Supressao Veg. Primaria,31.7673276611328
2001,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30370.804459667,Supressao Veg. Secundaria,12.9365130737305
2002,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30394.5439777335,Veg. Primaria,29834.4036116448
2002,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30394.5439777335,Veg. Secundaria,432.798086187745
2002,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30394.5439777335,Supressao Veg. Primaria,14.2757654724121
2002,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30394.5439777335,Supressao Veg. Secundaria,3.7471128112793
2003,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30405.7832001944,Veg. Primaria,29753.0362875725
2003,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30405.7832001944,Veg. Secundaria,480.630414306642
2003,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30405.7832001944,Supressao Veg. Primaria,21.0574257263184
2003,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30405.7832001944,Supressao Veg. Secundaria,2.49808364257813
2004,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30443.4360624991,Veg. Primaria,29742.6772578544
2004,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30443.4360624991,Veg. Secundaria,551.021543719483
2004,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30443.4360624991,Supressao Veg. Primaria,40.4272165039062
2004,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30443.4360624991,Supressao Veg. Secundaria,9.54844766235351
2005,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30498.4865487723,Veg. Primaria,29810.2281892388
2005,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30498.4865487723,Veg. Secundaria,577.881793322755
2005,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30498.4865487723,Supressao Veg. Primaria,3.03358498535156
2005,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30498.4865487723,Supressao Veg. Secundaria,0.356864019775391
2006,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30568.8952184195,Veg. Primaria,29835.5729996025
2006,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30568.8952184195,Veg. Secundaria,592.422886425782
2006,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30568.8952184195,Supressao Veg. Primaria,10.9733377502441
2006,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30568.8952184195,Supressao Veg. Secundaria,2.58723814697266
2007,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30613.5108978811,Veg. Primaria,29903.6617184868
2007,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30613.5108978811,Veg. Secundaria,610.174537268067
2007,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30613.5108978811,Supressao Veg. Primaria,2.76532548828125
2007,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30613.5108978811,Supressao Veg. Secundaria,0.267773071289063
2008,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30800.8328762561,Veg. Primaria,29908.2191260734
2008,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30800.8328762561,Veg. Secundaria,610.709507360841
2008,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30800.8328762561,Supressao Veg. Primaria,10.6181336669922
2008,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30800.8328762561,Supressao Veg. Secundaria,1.427630859375
2009,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30815.2768726977,Veg. Primaria,29995.3189722099
2009,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30815.2768726977,Veg. Secundaria,707.440370513916
2009,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30815.2768726977,Supressao Veg. Primaria,5.97804028930664
2009,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30815.2768726977,Supressao Veg. Secundaria,2.49843948974609
2010,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30924.4254152637,Veg. Primaria,30028.5079790947
2010,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30924.4254152637,Veg. Secundaria,701.551935943604
2010,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30924.4254152637,Supressao Veg. Primaria,12.757599420166
2010,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30924.4254152637,Supressao Veg. Secundaria,5.97756273193359
2011,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30953.8654588001,Veg. Primaria,30117.3951382989
2011,Alvaraes,1300029,Natural,1. Forest,Flooded Forest,Flooded Forest,Flooded Forest,30953.8654588001,Veg. Secundaria,734.481416638184
