index,state_abbrev,state,municipality,geocode,period,refor,secveg,pasture,crop,urban,core,edge,port,river,road,mining,fire,dgorg,dgfor,defor,deorg,precp,precn,tempp
103,AM,"""Amazonas""","""Urucurituba""","""1304401""",2006,"""0.584620755534929""",0.037729570082572,0.008132448678217,2.0799101479e-05,0.000991613676159,0.314586409867094,"""98.3366012056424""","""NA""","""NA""",0.054066785153482,0.0,0.116207205009352,"""NA""","""NA""","""0.073632538569425""","""0.046687416629613""",0.16381098911354,0.0,0.117162826650744
104,AM,"""Amazonas""","""Iranduba""","""1301852""",2006,"""0.740589995215986""",0.15427296959147,0.026328673230702,0.0,0.00715483379636,0.466735570907904,"""57.6215126794116""","""NA""","""NA""",2.22923251556576,0.0,0.000212652844232,"""NA""","""NA""","""0.080631811284315""","""0.065238015514259""",0.420678323090848,0.0,0.492737643159896
105,AM,"""Amazonas""","""Careiro da Várzea""","""1301159""",2006,"""0.640019366721742""",0.115022344448264,0.029127993583133,0.000114586914174,0.00042810978336,0.273518964134296,"""105.382404441586""","""NA""","""NA""",0.375153042690874,0.0,0.027174887892377,"""NA""","""NA""","""0.103941886550582""","""0.074587964737447""",0.218598903829636,0.0,0.182165753191363
106,AM,"""Amazonas""","""Alvarães""","""1300029""",2017,"""0.94029164825182""",0.041430033513275,7.023740242e-05,0.0,0.000172452433251,0.862334691256447,"""23.2925899470382""","""1.0""","""0.468169433604622""",0.0,0.0,0.001491190205235,"""0.016212537307062""","""0.017115227816362""","""0.002616667268199""","""0.00247393833922""",0.0,0.0,0.692683887757029
107,AM,"""Amazonas""","""Amaturá""","""1300060""",2017,"""0.973793629988783""",0.019824986404311,0.000222474909774,0.0,0.000198416795409,0.8275819449251,"""23.6552923525716""","""1.0""","""1.34615519114032""",0.048454285120482,0.0,4.8348885558e-05,"""0.003042566836096""","""0.003119888118532""","""8.03840058795E-4""","""7.83593784982E-4""",0.03966419258162,0.0,0.407254418814622
108,AM,"""Amazonas""","""Anamã""","""1300086""",2017,"""0.90822778974611""",0.070904286553142,9.786651008e-05,0.0,0.000294191446266,0.699965746721472,"""35.5711105575343""","""1.0""","""0.255037430780296""",0.0,0.0,0.013761467889908,"""0.063436079947403""","""0.069481819901143""","""0.001977848101266""","""0.001802532558244""",0.007966985654416,0.0,2.18501006560792
109,AM,"""Amazonas""","""Anori""","""1300102""",2017,"""0.982946979491579""",0.008607323182125,0.000854768814853,0.0,0.000403553396968,0.690782411640759,"""59.6450793143449""","""1.0""","""1.8674402386567""",0.0,0.0,0.006140930467566,"""0.016154598253413""","""0.016411345582343""","""7.45235813904E-4""","""7.32815477063E-4""",0.197042975301207,0.0,4.2782146318182
110,AM,"""Amazonas""","""Apuí""","""1300144""",2017,"""0.953899794463533""",0.010922416477601,0.023362916499844,2.224298234e-06,9.2752050349e-05,0.924789803816896,"""36.1231485135471""","""1.0""","""4.90172521285221""",4.48986388211101,0.0,0.015110272376248,"""0.00338523994242""","""0.003485823974753""","""0.01076998351081""","""0.010422453293764""",0.018566947870148,0.0,0.479694595568141
111,AM,"""Amazonas""","""Atalaia do Norte""","""1300201""",2017,"""0.996871457560532""",0.002334704087627,1.516041615e-06,0.0,1.0342747939e-05,0.964664102029601,"""30.7305885362332""","""1.0""","""1.50282688172655""",0.08981352810979,0.0,2.96425406e-06,"""0.00339704451243""","""0.003406983423045""","""7.7178652132E-5""","""7.6947529354E-5""",0.017632551309059,0.0,0.089444071806855
112,AM,"""Amazonas""","""Autazes""","""1300300""",2017,"""0.782124188489041""",0.109058530214888,0.02734575962642,0.0,0.000735352197309,0.53006450591634,"""103.665579952635""","""1.0""","""0.884161363067679""",1.91921328907971,0.0,0.007079044174472,"""0.018384103354609""","""0.022668904731849""","""0.018458483608218""","""0.014801936762747""",0.381135471563965,0.0,12.1729226006932
113,AM,"""Amazonas""","""Barcelos""","""1300409""",2017,"""0.997932623565787""",0.001983743362296,4.6871612794e-05,0.000103508144919,1.719090345e-05,0.898789540599605,"""92.1938448496184""","""1.0""","""1.15476612252878""",0.521657090518036,0.0,0.005872481619858,"""0.010047318720772""","""0.010066601832465""","""6.7416718369E-5""","""6.7284579642E-5""",0.00159681338744,0.002987586337791,0.010095981417362
114,AM,"""Amazonas""","""Barreirinha""","""1300508""",2017,"""0.815891780267248""",0.107542266783095,0.014802579667757,0.0,0.000570945133073,0.553313484339986,"""83.8812923359533""","""1.0""","""0.989665978457138""",0.455692694483835,0.0,0.003786319861717,"""0.023013762782998""","""0.027769978670782""","""0.006775255109095""","""0.00557502389296""",0.018753553945467,0.0,0.510403743053825
115,AM,"""Amazonas""","""Benjamin Constant""","""1300607""",2017,"""0.97865167232163""",0.016221772722751,0.000179062904135,0.0,0.000629549582298,0.893557051430845,"""28.0401431539992""","""1.0""","""0.368627974348837""",0.667453770434221,0.0,7.7756466746e-05,"""0.001518002355456""","""0.001549128653047""","""5.37935928397E-4""","""5.26640147907E-4""",0.132813545849845,0.0,1.52154069769818
116,AM,"""Amazonas""","""Beruri""","""1300631""",2017,"""0.984592229809651""",0.010410723492009,0.000340264650284,0.0,0.000137324000062,0.855006014779172,"""45.8203116611229""","""1.0""","""1.97368562653846""",0.972141769909511,0.0,0.001195802598519,"""0.002391615187021""","""0.002424956412664""","""8.00528603014E-4""","""7.89988463661E-4""",0.036281558250388,0.0,0.297328272388257
117,AM,"""Amazonas""","""Boa Vista do Ramos""","""1300680""",2017,"""0.841113239974454""",0.067651942099479,0.002151392558988,0.0,0.00074949041898,0.512592661880598,"""74.5322607848708""","""2.0""","""1.1265627474356""",1.20244861992426,0.0,0.015362106803219,"""0.014461907032555""","""0.01704103703882""","""0.004619347961269""","""0.003912127595546""",0.129699267473578,0.0,3.18835906018695
